1.003E2	-0E0	-1.4913E2	5.0298E1
3.452E2	-1.835E2	-1.4913E2	5.0617E1
2.062E2	-3.069E2	-1.4913E2	5.0934E1
3.239E1	-3.375E2	-1.4914E2	5.1252E1
-1.196E2	-2.762E2	-1.4916E2	5.1578E1
-2.063E2	-1.548E2	-1.4917E2	5.1914E1
-2.118E2	-2.186E1	-1.4918E2	5.2257E1
-1.505E2	7.736E1	-1.4918E2	5.2603E1
-5.767E1	1.168E2	-1.4918E2	5.2945E1
2.645E1	9.674E1	-1.4917E2	5.3282E1
7.297E1	3.899E1	-1.4916E2	5.3618E1
7.323E1	-2.504E1	-1.4915E2	5.3951E1
3.833E1	-6.867E1	-1.4913E2	5.4281E1
-9.497E0	-7.96E1	-1.4912E2	5.4603E1
-4.843E1	-6.175E1	-1.4912E2	5.4921E1
-6.62E1	-2.982E1	-1.4912E2	5.5239E1
-6.308E1	-1.14E-1	-1.4912E2	5.5562E1
-4.847E1	1.727E1	-1.4913E2	5.5888E1
-3.387E1	2.165E1	-1.4914E2	5.6216E1
-2.638E1	1.955E1	-1.4915E2	5.6546E1
-2.584E1	1.911E1	-1.4916E2	5.6879E1
-2.653E1	2.47E1	-1.4917E2	5.7218E1
-2.193E1	3.457E1	-1.4917E2	5.756E1
-9.319E0	4.246E1	-1.4917E2	5.79E1
8.191E0	4.192E1	-1.4917E2	5.8237E1
2.334E1	3.059E1	-1.4918E2	5.8572E1
2.887E1	1.208E1	-1.4918E2	5.891E1
2.173E1	-5.678E0	-1.4918E2	5.9251E1
5.033E0	-1.443E1	-1.4918E2	5.9594E1
-1.331E1	-9.909E0	-1.4918E2	5.9934E1
-2.444E1	6.025E0	-1.4918E2	6.0273E1
-2.283E1	2.631E1	-1.4917E2	6.061E1
-8.698E0	4.218E1	-1.4917E2	6.0947E1
1.243E1	4.727E1	-1.4917E2	6.1283E1
3.276E1	4.026E1	-1.4918E2	6.162E1
4.598E1	2.474E1	-1.4918E2	6.1958E1
4.984E1	6.801E0	-1.4918E2	6.2298E1
4.629E1	-8.355E0	-1.4918E2	6.2639E1
3.944E1	-1.869E1	-1.4919E2	6.2978E1
3.266E1	-2.55E1	-1.4919E2	6.3318E1
2.661E1	-3.151E1	-1.492E2	6.3662E1
1.932E1	-3.829E1	-1.492E2	6.4012E1
8.171E0	-4.461E1	-1.4921E2	6.4366E1
-7.539E0	-4.677E1	-1.492E2	6.4719E1
-2.506E1	-4.095E1	-1.4919E2	6.5069E1
-3.881E1	-2.596E1	-1.4918E2	6.5414E1
-4.298E1	-4.99E0	-1.4917E2	6.5756E1
-3.487E1	1.51E1	-1.4916E2	6.6094E1
-1.688E1	2.662E1	-1.4915E2	6.6431E1
3.778E0	2.484E1	-1.4914E2	6.6762E1
1.811E1	1.067E1	-1.4914E2	6.7089E1
1.948E1	-9.23E0	-1.4915E2	6.7417E1
6.956E0	-2.521E1	-1.4917E2	6.7755E1
-1.391E1	-2.905E1	-1.4918E2	6.8103E1
-3.342E1	-1.786E1	-1.4919E2	6.8457E1
-4.206E1	4.324E0	-1.4919E2	6.8809E1
-3.501E1	2.827E1	-1.492E2	6.9158E1
-1.438E1	4.368E1	-1.492E2	6.9506E1
1.17E1	4.387E1	-1.4921E2	6.9857E1
3.276E1	2.874E1	-1.4921E2	7.021E1
4.066E1	4.704E0	-1.4921E2	7.0564E1
3.316E1	-1.837E1	-1.4921E2	7.0916E1
1.453E1	-3.169E1	-1.4921E2	7.1267E1
-6.714E0	-3.127E1	-1.4921E2	7.162E1
-2.197E1	-1.929E1	-1.4922E2	7.1975E1
-2.632E1	-2.491E0	-1.4922E2	7.2331E1
-2.033E1	1.143E1	-1.4922E2	7.2688E1
-9.024E0	1.748E1	-1.4922E2	7.3045E1
1.145E0	1.534E1	-1.4921E2	7.3401E1
5.715E0	8.84E0	-1.4921E2	7.3754E1
4.262E0	3.313E0	-1.4921E2	7.4104E1
9.472E-2	2.465E0	-1.4921E2	7.4458E1
-2.06E0	6.347E0	-1.4922E2	7.4817E1
9.567E-1	1.153E1	-1.4922E2	7.518E1
8.746E0	1.328E1	-1.4921E2	7.5543E1
1.743E1	8.47E0	-1.492E2	7.59E1
2.174E1	-2.352E0	-1.492E2	7.6256E1
1.803E1	-1.49E1	-1.492E2	7.6614E1
6.485E0	-2.318E1	-1.492E2	7.6979E1
-8.551E0	-2.262E1	-1.4919E2	7.7348E1
-2.051E1	-1.253E1	-1.4918E2	7.7714E1
-2.374E1	3.195E0	-1.4916E2	7.8072E1
-1.636E1	1.776E1	-1.4914E2	7.8422E1
-1.353E0	2.46E1	-1.4913E2	7.8768E1
1.473E1	2.052E1	-1.4912E2	7.9111E1
2.473E1	7.268E0	-1.4912E2	7.9453E1
2.425E1	-9.273E0	-1.4912E2	7.9795E1
1.362E1	-2.177E1	-1.4913E2	8.014E1
-2.291E0	-2.482E1	-1.4915E2	8.0492E1
-1.636E1	-1.736E1	-1.4916E2	8.0853E1
-2.252E1	-2.991E0	-1.4917E2	8.1221E1
-1.841E1	1.178E1	-1.4918E2	8.1592E1
-6.215E0	2.059E1	-1.4918E2	8.1963E1
8.527E0	2.001E1	-1.4918E2	8.2332E1
1.962E1	1.08E1	-1.4917E2	8.2699E1
2.293E1	-2.789E0	-1.4917E2	8.3063E1
1.793E1	-1.52E1	-1.4916E2	8.3425E1
7.473E0	-2.213E1	-1.4916E2	8.3785E1
-3.959E0	-2.215E1	-1.4916E2	8.4143E1
-1.246E1	-1.683E1	-1.4917E2	8.45E1
-1.633E1	-9.426E0	-1.4918E2	8.4861E1
-1.632E1	-2.948E0	-1.4919E2	8.5229E1
-1.461E1	1.255E0	-1.4921E2	8.5604E1
-1.321E1	3.787E0	-1.4922E2	8.5984E1
-1.267E1	6.316E0	-1.4922E2	8.6366E1
-1.193E1	1.012E1	-1.4922E2	8.6746E1
-9.146E0	1.497E1	-1.4922E2	8.7124E1
-3.175E0	1.902E1	-1.4922E2	8.7505E1
5.379E0	1.978E1	-1.4922E2	8.7887E1
1.405E1	1.559E1	-1.4922E2	8.8271E1
1.954E1	6.844E0	-1.4921E2	8.8653E1
1.934E1	-3.833E0	-1.492E2	8.9034E1
1.313E1	-1.26E1	-1.4919E2	8.9412E1
3.163E0	-1.61E1	-1.4919E2	8.9792E1
-6.629E0	-1.31E1	-1.4918E2	9.0176E1
-1.233E1	-5.072E0	-1.4917E2	9.0563E1
-1.182E1	4.352E0	-1.4915E2	9.0948E1
-5.726E0	1.107E1	-1.4912E2	9.1327E1
2.939E0	1.233E1	-1.491E2	9.1697E1
1.019E1	7.941E0	-1.4907E2	9.2057E1
1.294E1	2.024E-1	-1.4906E2	9.2411E1
1.029E1	-7.252E0	-1.4906E2	9.2765E1
3.858E0	-1.121E1	-1.4907E2	9.3126E1
-3.211E0	-1.03E1	-1.4908E2	9.3496E1
-7.79E0	-5.494E0	-1.4909E2	9.3874E1
-8.232E0	5.886E-1	-1.491E2	9.4256E1
-4.992E0	5.069E0	-1.4911E2	9.464E1
-1.827E-1	6.211E0	-1.4911E2	9.5026E1
3.647E0	4.144E0	-1.4911E2	9.5417E1
4.842E0	5.763E-1	-1.4911E2	9.5813E1
3.397E0	-2.264E0	-1.491E2	9.6209E1
7.988E-1	-2.887E0	-1.4909E2	9.6601E1
-9.309E-1	-1.317E0	-1.4907E2	9.6986E1
